X_0_0,X_0_1,X_0_2,X_0_3,X_0_4,X_0_5,X_0_6,X_0_7,Y_0_0,Y_0_1,Y_0_2,Y_0_3,Y_0_4,Y_0_5,Y_0_6,Y_0_7,decay_0,decay_1,decay_2,decay_3,W_0,W_1,W_2,W_3,J_0,J_1,J_2
0.61256,0.36192,0.32568,0.63016,0.66168,0.7764,0.41288,0.80424,-0.22624,-0.68896,-0.52192,0.54712,0.64904,-0.00656,-0.45024,0.2172,0.2279930627845896,0.6171602121232455,0.307205322661805,0.5200662628590366,-0.8982468858445914,1.281442095844765,1.351138832048582,0.4421273180103253,0.5685078199096305,-0.3158587579208736,-1.3361027420709946
0.79648,0.16544,0.69864,0.59536,0.81296,-0.1036,0.30824,0.19224,0.15592,-0.60712,0.3368,0.48496,0.81104,-0.61792,-0.72064,0.75016,0.3265745216375592,0.3096722272790256,0.5842778361008232,0.2581013409489272,-0.8601659327429639,-0.5599763357447649,1.6415096907427842,-0.2368911086016973,-0.7995547540224381,-0.1897975515477976,0.5384128670622206
0.05968,0.53792,0.56816,0.23904,0.62968,0.78272,-0.21032,0.33632,0.62744,0.60384,-0.34032,0.62976,0.63504,-0.15736,0.6344,0.5864,0.4979639534252064,0.5019964220368995,0.2772359562977095,0.5677447118142611,-1.5031960950779624,0.6714238804811881,-1.0578627192705077,-1.8377840364545368,0.1752282137921817,-1.3122663860036077,1.295175970881539
0.78744,0.39656,0.66104,0.00368,0.78456,0.54456,0.5996,-0.04952,0.1052,0.5512,0.13976,-0.658,0.78944,0.39536,-0.31248,-0.65384,0.5313007279905961,0.486031531865698,0.4935242705550472,0.2953338948429357,1.9336085249669943,-0.2583824553763327,-1.197045648200319,-0.1708313965551431,0.1308685941741941,1.8090243147435907,0.3933409203011002
0.23744,0.68096,0.73584,0.49336,0.79,0.61264,0.73008,0.4668,-0.75928,0.03968,-0.18608,0.414,0.79448,-0.29976,-0.18664,0.45136,0.5297855833834048,0.3511232267731747,0.4828022635602258,0.2894743740530296,-0.8712927971768147,0.2769112576546922,-0.0887853240640256,1.5630404352752951,-0.0839148748942235,0.4011849194322185,0.6615959846091202
0.5912,0.55952,-0.60104,0.68176,0.65224,0.4404,0.28752,0.11464,-0.27056,-0.37128,0.34936,0.11552,0.65312,-0.50128,-0.62512,-0.67504,0.4750977855434722,0.47406651266909,0.5113394840986504,0.5396977581952321,-0.1872094900066679,-3.258722114085858,0.7236109475090369,0.5257395009310396,1.933074097774008,0.6992814497957397,0.3525879109543846
0.552,0.46256,0.50616,0.62824,0.7296,-0.1936,0.17448,0.52504,0.48872,0.50136,-0.54304,-0.2532,0.7328,0.65312,0.7352,-0.4124,0.4958023919324598,0.3505246490426708,0.4768942763731913,0.3950392215670373,0.4637029989059814,1.022783647643178,-1.0340105766259555,-0.8999527369497686,0.3684636009470737,-0.6398543079544158,-1.2824930683202642
0.56232,0.68168,0.75312,0.29568,0.68576,0.07912,0.5696,0.33272,0.40784,0.06536,0.02648,0.65712,0.69616,-0.68504,0.48824,0.6336,0.4239778392289385,0.3504687543303351,0.4679056821742698,0.4588081177058556,-1.4481588496143,-0.0507738724383268,-0.127034831325029,-0.7962326739564591,0.082086192274404,-0.7472870703804596,1.9416644188802543
0.7884,0.74616,0.5776,0.77032,0.79128,0.10976,0.69728,0.74856,-0.00512,-0.20688,0.44656,0.14744,0.79384,0.77816,-0.254,0.20408,0.3058791102719155,0.385160105316168,0.3212252261848188,0.2924920050936687,-0.2293938220462938,-0.8335793649675546,0.3454764290434423,0.0262151985602429,-0.1085813833700508,0.0861915648070003,-2.143469301572421
0.87648,-0.40808,0.55512,0.76672,0.8816,-0.768,-0.15584,-0.01664,0.12456,0.73904,-0.2592,-0.0708,0.88608,0.36288,0.5952,-0.76944,0.3305970782251203,0.6041989622511259,0.2001766469469134,0.1568310204218476,0.1162748641090541,0.5541466395716674,-2.594489150719183,-0.1673098009006986,1.872968274224292,0.2907576216680145,-0.7966758711193263
0.76856,0.6164,0.18664,0.54616,0.78464,0.20584,0.5288,0.45392,-0.14688,-0.1952,0.5848,-0.34152,0.78488,0.5996,-0.31656,-0.45616,0.5522345748640495,0.6037949767234123,0.5600425710281904,0.2974738961036416,0.7010068429005476,-1.562121911684493,0.3948539841971249,0.2476558006489415,0.287847101657651,0.2775464250405423,-1.9487880070023145
0.564,0.61648,0.67048,0.67496,0.6472,0.39536,0.66464,0.69128,0.30936,0.2532,0.02336,0.16864,0.6348,0.5548,-0.06648,0.02088,0.4601872964065369,0.4977989268304037,0.481840918597623,0.5489632136951857,-0.3173178193181295,-0.0499612730180831,-0.479860093305345,-0.6414919397212251,0.276327215124288,0.6020050727119038,-0.7155425503408747
0.6944,0.4832,0.27584,0.7188,0.70248,0.314,0.4776,-0.75904,-0.10184,0.50128,0.63216,0.34536,0.69304,0.64232,0.51744,0.2432,0.2790747563054853,0.452799480436714,0.4270575182110611,0.4522498345574961,-0.5582552874431834,-1.4478700172454133,-0.9939570797081664,0.1608909357916198,-2.984401388835332,-0.0209123478302801,-0.4041653049437942
0.68328,0.9112,0.27648,0.6532,0.77784,0.21536,0.58536,0.56856,-0.35368,-0.19256,0.77136,0.43472,0.7796,0.90752,-0.57448,0.5352,0.3077995802794714,0.2438860355555837,0.0907010292385966,0.316397049662391,-0.7315010411200356,-1.5259814395161415,0.2471253000606079,0.6056630707738021,-0.2088978078728081,0.7191357152945761,-1.9199100861591645
0.56464,0.78192,0.52992,0.39096,0.69072,0.84552,0.45864,0.51496,0.41568,0.46472,-0.47944,0.69544,0.70056,0.3644,0.54136,0.61696,0.276052967142503,0.4257127743159481,0.110369924363728,0.4436839605756007,-1.3294241948580368,0.9301847313334604,-0.6663401286566883,-0.7845361499195338,0.235159279935588,-0.4235225740929444,0.1677525195792959
0.44704,0.65224,0.7564,0.61528,0.71864,0.71056,0.59512,-0.0976,-0.56984,0.25648,-0.12768,0.24208,0.7272,-0.04256,-0.48864,0.6512,0.5120243657425281,0.3277373349058708,0.4382424410315182,0.4047122524055891,-0.4582395177810984,0.1966897026823171,-0.476184969268256,1.1419609481948692,-1.6969192244618263,1.3304494893847334,0.558772132569741
0.71304,0.73416,0.82568,0.77864,0.86744,0.27496,0.34264,0.75032,-0.48664,-0.03648,0.24016,0.10136,0.86784,-0.68624,-0.78704,-0.24328,0.3001487024546594,0.1907090782087551,0.3691634067313318,0.1796656911074765,-0.1550273378789505,-0.3452934194492055,0.0562187410984097,0.7544781560876002,0.5519277445022677,1.376233919389215,1.4298876520305366
0.81872,-0.23496,0.54824,0.76376,0.82616,-0.22384,-0.0572,0.7504,0.12352,0.61568,-0.04584,0.00784,0.82224,0.61576,0.5448,0.11296,0.3423636740182506,0.7443315505477076,0.5350389562776097,0.2395280901839354,-0.010949675465656,0.111691650579017,-2.4158462387606643,-0.1840170805455438,-0.1845018805838531,0.3426558379389417,0.0228525200690937
0.64232,0.56808,0.52168,0.75232,0.75584,0.71224,-0.53344,0.76736,-0.39144,0.502,0.29224,-0.22624,0.76392,0.22944,0.27584,-0.14736,0.3208192483638061,0.6468876569863277,0.3653063894255545,0.3422699687231241,0.3836836258471989,-0.6380819860243825,-0.8916594913683644,0.7012169332726205,-0.1483985176530651,-2.428613972689464,0.5112224357827347
0.72984,0.80128,0.75712,0.43264,0.75856,0.7272,0.64584,0.62888,0.16104,-0.10672,-0.0388,0.48648,0.74736,-0.3764,0.39032,-0.17384,0.5238635145118895,0.349154657069816,0.2681058377426095,0.3551837086811701,-1.051916358428121,0.0632027866980749,0.1652323103378078,-0.2937522838177873,1.4007621179094505,-0.8459133791547081,0.4076028393659129
0.63112,0.33408,0.78752,0.29448,0.74344,-0.43184,0.7868,-0.116,0.40536,0.54408,-0.03992,0.74704,0.74272,0.46064,-0.0652,0.79488,0.2770890205536498,0.3065336326044839,0.5617907477563389,0.3687735627268711,-1.495820011952539,0.0685528743721671,-1.270064691660922,-0.698950046095019,-0.6436153968253203,1.3574361838804123,-1.637351153788977
0.72184,0.62944,0.67528,0.68904,0.7688,0.69648,0.52608,0.31136,0.2488,0.3892,-0.10016,0.12488,0.7668,-0.26424,-0.4572,0.60808,0.4617108217036366,0.463351097083377,0.3750294270637478,0.3305812743678327,-0.2363491761274512,0.1884863065839482,-0.7065154086328055,-0.4013320490802009,-1.133238163848986,1.595849321261018,1.168231332829682
0.75704,0.31248,0.74032,0.17552,0.76944,0.22,-0.32808,0.028,-0.15536,-0.67384,0.04256,0.70768,0.76864,-0.70072,-0.67464,0.73472,0.3980579779167682,0.371681211197656,0.3807536478030232,0.3314208915949692,-1.6648632369552696,-0.0681702486683456,1.4084240573167113,0.2491602719802653,-0.2553360689619917,1.1155466788909112,0.1570566725623886
0.7076,0.58432,0.47296,0.39752,0.70624,-0.59848,0.76792,0.52416,0.01208,-0.60496,-0.62064,0.50504,0.70768,-0.57696,0.14976,0.36584,0.55261687301444,0.3160786407338057,0.2336449199954958,0.4322582128550344,-1.1244929153336645,1.1613174063209906,0.9903151919533232,-0.0186861277322266,0.3455704946744514,-1.2206909651341538,1.9823208190550368
0.55808,0.45856,0.72352,0.79752,0.61208,0.51472,0.49064,0.77688,-0.26824,-0.61568,0.04216,0.0952,0.61464,-0.55784,0.522,-0.15864,0.2785456877299807,0.4047636552560534,0.3408252788193499,0.6127108156084746,-0.1469570896069877,-0.0836495759209359,1.1772049918325511,0.5596721114050549,0.392069691119552,-2.178504880734187,-0.1463940532456025
0.67424,0.8024,-0.32752,0.66616,0.66864,0.30496,0.65952,0.3752,0.04528,0.09,0.76584,-0.1028,0.68104,0.73984,-0.51832,-0.55408,0.4863618568362332,0.2170270721386283,0.279197458958495,0.4838836929303871,0.1737782958510088,-2.47710727841314,-0.1314389296110428,-0.0857612242322057,1.0467565636496472,0.9721508446857802,-1.3498485566142104
