X_0_0,X_0_1,X_0_2,X_0_3,Y_0_0,Y_0_1,Y_0_2,Y_0_3,decay_0,decay_1,W_0,W_1,J_0,guessed_decay_0,guessed_decay_1,guessed_W_0,guessed_W_1,guessed_J_0
-0.02734375,0.166015625,-0.02734375,0.166015625,0.134765625,0.060546875,0.134765625,0.060546875,3.3396287111085807,2.9178008058329663,-1.6165429118354504,-5.076658244635777,2.8511861771197835,2.020056482873474,2.5216006330763077,1.7411415784289874,-1.7002922995476017,-4.281674326148005
0.201171875,0.052734375,0.201171875,0.052734375,-0.125,-0.18359375,-0.125,-0.18359375,3.3744310829059017,3.137233781184136,3.4378024166055625,2.6795421483087822,-1.9023771670623932,2.7039349735541616,2.270527629570077,1.2186736547120152,-0.33603666575311353,2.9690900129672904
0.185546875,0.19921875,0.185546875,0.19921875,-0.119140625,0.205078125,-0.119140625,0.205078125,2.3967428952320238,3.1548855469761943,-1.3161929193194946,1.0592426524149643,-0.3805512378726015,2.4355394572797535,2.9556195362028586,-1.1093249230022924,1.719907013013915,-1.0435969710212933
0.03515625,0.041015625,0.03515625,0.041015625,0.13671875,0.169921875,0.13671875,0.169921875,2.9970325575005856,3.4954755038969876,-1.7815505901798694,-1.754265549468209,-1.147630294291264,3.5534315337802753,4.018523785619135,-2.662992330268348,-2.6275942252691054,2.474340648163741e-05
-0.146484375,0.041015625,-0.146484375,0.041015625,0.119140625,-0.185546875,0.119140625,-0.185546875,2.648597451199148,2.946692983717055,1.5188434758029423,6.122275453364187,2.176652090443357,2.6236489388481057,2.6379956311461625,1.0977774655999255,-6.283185307179585,3.016751446140313
-0.146484375,0.076171875,-0.146484375,0.076171875,0.064453125,-0.177734375,0.064453125,-0.177734375,3.187131888658293,3.2390856178729908,0.9836254285274694,5.4154251671035745,2.457882054615126,3.1250876591440435,3.5041582404470817,1.4963922680726043,6.251883979892282,1.5867134386120552
0.1484375,0.16796875,0.1484375,0.16796875,0.033203125,0.14453125,0.033203125,0.14453125,3.066018487522865,3.0421674430021377,0.0031180033328706367,1.228993942321864,-2.648749796847367,2.0239257627455918,2.7804497861264887,-3.285239957802828,-2.4016838102685076,3.661406346306897
0.16015625,0.12890625,0.16015625,0.12890625,0.03125,0.033203125,0.03125,0.033203125,3.500269363726133,3.314357349309831,-0.016538881167071248,0.09415696902964163,-1.4136110122837473,4.0981877316211515,3.668418705508049,-0.5139289240456679,-0.3875957954945029,-0.00013593575867182326
0.224609375,0.23828125,0.224609375,0.23828125,0.197265625,-0.078125,0.197265625,-0.078125,3.0100717789955147,2.783614719556118,0.8219822124056491,-1.3206714443387098,-0.6498482383798895,2.856242360198704,2.4774708400821677,0.6415268726890829,-1.4885974555709527,3.0094314598034682e-05
0.234375,-0.0234375,0.234375,-0.0234375,-0.0625,0.208984375,-0.0625,0.208984375,2.762757115559474,3.1101662876103355,-2.8425023693498304,1.6854836114847438,-1.0828873524764429,3.136315891111705,2.8468493764310048,-3.346820930455836,0.47292431900561865,-2.928120707796546e-05
-0.03515625,0.150390625,-0.03515625,0.150390625,-0.189453125,-0.130859375,-0.189453125,-0.130859375,3.054434021620902,3.036382646500403,0.7743811239787054,2.0948902642973954,1.7272755918799965,3.2695751622401983,3.340677544971728,1.393038141499144,3.4751546921356002,7.799258491877095e-05
0.095703125,0.052734375,0.095703125,0.052734375,0.15234375,0.216796875,0.15234375,0.216796875,2.9721176322335907,3.1070341627128633,-1.4876310844044973,-1.6245735343651158,-1.681168138204751,2.852777564816761,3.283233835903479,-1.923376283102837,-1.2746432785939892,-1.5169391366703486
0.111328125,0.224609375,0.111328125,0.224609375,0.138671875,0.03515625,0.138671875,0.03515625,3.1475435700323198,2.943670196843882,0.031034728416508305,-1.9699828241165296,0.07651049865651027,2.1449358440309734,2.6360969230816744,-1.9758639796774746,-3.466073248181861,3.3764841060597632
0.099609375,0.20703125,0.099609375,0.20703125,0.16015625,-0.009765625,0.16015625,-0.009765625,3.0687430773234343,2.8427802975954144,0.46907665357596384,-2.185902663581855,-0.09614003654567227,1.8408230009243374,2.029469434751586,-1.9525885658228828,-4.076032957608564,4.094408339450303
0.068359375,-0.076171875,0.068359375,-0.076171875,-0.140625,0.16796875,-0.140625,0.16796875,3.1363350353522184,3.2249299436227203,-5.549184708480967,0.3160752184103443,2.728215140020496,3.3990346588218268,3.73656084011481,-3.9671473233280086,2.270343947783163,9.014144114307646e-05
0.0703125,0.1015625,0.0703125,0.1015625,-0.119140625,-0.064453125,-0.119140625,-0.064453125,2.8675406700771404,3.117476345862407,-0.39746774483668534,0.8334185911261308,3.6626953587816824,4.240878647973405,3.9599676847826037,1.1993681715576263,2.1354677618392444,4.427632809802715e-05
0.1953125,0.11328125,0.1953125,0.11328125,0.138671875,-0.0390625,0.138671875,-0.0390625,3.479883010233558,2.831591292453576,1.0245357620151576,-1.2899091086529788,-0.25238270503416504,4.322831119333634,2.877124427187449,0.6834305866411695,-1.2470672009080985,4.1848631470844835e-05
0.099609375,0.0078125,0.099609375,0.0078125,0.234375,-0.12109375,0.234375,-0.12109375,3.056298306402921,2.795649435539617,3.533903804199646,-1.246583991749143,-2.1035604203814877,3.1982950130707084,1.7150909795887725,1.1099628088277058,-4.188875148402713,3.7075022936204816
0.271484375,0.16796875,0.271484375,0.16796875,-0.025390625,0.056640625,-0.025390625,0.056640625,3.1585510808060313,2.636570231209405,-1.3992873557537038,-0.3735281540788197,0.6307343215814203,3.108388955740693,2.247127329251564,-1.8066401021745797,-0.9596760500762133,2.303830753564128
0.26171875,0.15234375,0.26171875,0.15234375,0.068359375,0.16015625,0.068359375,0.16015625,3.0234421849485513,2.780474146439897,-1.0845406485155589,-0.26218290397744215,-0.18493748779046507,3.070103307805,2.648073258544474,-1.7019572263926512,-0.5517808981337349,9.761868217513729e-05
0.18359375,0.224609375,0.18359375,0.224609375,0.0859375,0.0625,0.0859375,0.0625,3.0630470844169913,3.094608173131427,0.8172386493521338,0.530428099781888,-2.0567543172883274,2.3326018581756656,2.6122758427008668,0.867396951004234,0.5378186338450295,-2.9014585920386633
0.201171875,0.208984375,0.201171875,0.208984375,0.166015625,-0.046875,0.166015625,-0.046875,2.914614818152514,2.67682741902788,1.8584806601472263,-0.1498382213657453,-2.4722491156867723,3.0871258049885997,2.6911411426288634,0.4095371811247804,-1.373615671363038,-7.194589508571921e-05
0.248046875,0.123046875,0.248046875,0.123046875,0.025390625,0.185546875,0.025390625,0.185546875,3.082973200656932,2.9502247794640746,-3.0463266761143544,-0.7685599676176853,1.0397173913721476,2.157017108955617,1.930504621562786,-3.688683124076804,-1.9318354384719323,3.4284528402687218
0.12890625,-0.048828125,0.12890625,-0.048828125,0.134765625,0.099609375,0.134765625,0.099609375,2.9801131312205875,3.0671176790235704,-2.1661321814715215,0.2863956215944395,-3.306135925208131,4.525211289675437,3.4012986326247168,-4.074543155292761,-1.5850900735770659,3.9220604733976484e-05
0.01953125,0.158203125,0.01953125,0.158203125,-0.232421875,0.015625,-0.232421875,0.015625,3.1224480088693665,2.5496473162139006,-0.602202843680406,3.1498550169864292,0.4845762195672929,3.6926563381822453,2.916911508983495,-0.07348145106725013,3.021499917171283,0.00017520182892465823
0.0,0.22265625,0.0,0.22265625,0.201171875,-0.0859375,0.201171875,-0.0859375,2.9737145938199347,3.0504159266875206,0.11281344950725274,-3.3645521099810667,0.7901364726868001,2.8784340193361726,3.2251960430995017,0.7020449864405864,-3.141551086932148,-8.280506059064302e-05
0.166015625,0.0859375,0.166015625,0.0859375,0.126953125,-0.140625,0.126953125,-0.140625,2.99538616679828,3.2651814663367573,2.3172553231123585,-0.5730843696148155,-1.7129737567612806,3.672526425817598,3.171908384416183,2.0228273576639877,-1.2619451910933819,1.813591668385365e-06
0.1171875,0.1015625,0.1171875,0.1015625,0.06640625,0.15234375,0.06640625,0.15234375,3.048417244830635,3.049260215286817,-0.9459103810880473,0.40715951625306124,-2.6878901243331006,3.37785831146337,3.9920852356359915,-1.6821352390974005,-0.7292283786093392,-0.5317666802345901
0.138671875,-0.013671875,0.138671875,-0.013671875,0.158203125,-0.19140625,0.158203125,-0.19140625,2.9601191467487857,2.980038369941778,2.4174228965238793,-2.5921066981371736,1.5020579341507347,3.1374771779719572,2.952611693562649,2.4206727250057147,-2.507913948296152,1.6030768123067038
0.033203125,0.26953125,0.033203125,0.26953125,-0.21875,-0.060546875,-0.21875,-0.060546875,2.951400739942785,2.8343391805377416,0.5209911307819758,3.251641280998114,-0.5522936377671717,2.590301293353107,3.0421336405840522,0.3685948109035152,2.8618779787053774,-0.0002298354679947362
0.173828125,0.1953125,0.173828125,0.1953125,-0.146484375,-0.025390625,-0.146484375,-0.025390625,2.9546929979495755,3.2883179359106,-1.165120785303687,0.2301238804827643,1.561934936400966,3.264828631004838,2.973273206179827,0.336941999687181,1.428393260715056,-3.12953005419188e-05
0.203125,-0.05859375,0.203125,-0.05859375,0.083984375,0.23828125,0.083984375,0.23828125,2.9221757589523722,2.9994169361830543,-3.1336523358104107,-0.1611428805380011,-0.8989012833877642,2.592203083088421,2.8123042733645693,-2.7398747583352256,0.16225984703495835,-1.8337405835679126
0.1015625,0.1484375,0.1015625,0.1484375,-0.060546875,0.091796875,-0.060546875,0.091796875,2.9835477168604823,2.941600010389052,0.23894077031517266,2.4563174882897383,-2.751222162433019,3.497263904302704,4.283382491434219,-1.1296502528127503,1.123216163242688,4.434860966144212e-06
0.166015625,0.138671875,0.166015625,0.138671875,0.037109375,0.03125,0.037109375,0.03125,2.9632910481392107,2.9895766363363734,-1.9654037809340312,-2.0470709328488326,3.453494268487536,2.8912249251349613,2.5320311514012004,-2.3050948588299778,-2.2971140840401096,3.692515103281025
0.095703125,-0.0703125,0.095703125,-0.0703125,-0.173828125,0.18359375,-0.173828125,0.18359375,2.923027644820726,3.106991127740673,-4.249088882891163,1.3321991967057467,1.7243651342174293,3.269990503371877,3.2510933613646382,-3.895062443500299,2.1137603574105492,1.88426523117567e-05
0.177734375,0.083984375,0.177734375,0.083984375,-0.08203125,0.16796875,-0.08203125,0.16796875,3.176815453047118,3.1469733703968674,-3.758526119966219,-0.6560187980861395,2.788134251966496,3.126918268348786,3.0439251404039314,-3.118922833038658,-0.06399286798984667,1.8335983042922162
0.216796875,-0.068359375,0.216796875,-0.068359375,0.14453125,-0.20703125,0.14453125,-0.20703125,3.0398680869422523,2.8426679569707067,2.331492739055392,-2.228212618566118,2.4614875672474716,3.062622749893701,2.701274905964446,3.7707836939775143,-1.165022361718904,4.1152391242174625e-05
0.21875,0.14453125,0.21875,0.14453125,-0.0703125,-0.11328125,-0.0703125,-0.11328125,3.5518518894655084,3.343070590253866,1.2522121879873112,0.11130152091909666,0.7888066970158315,3.4578930383799547,2.9836753842880985,1.3843067748296527,0.6354744544510291,0.00026899812807460783
0.14453125,0.20703125,0.14453125,0.20703125,-0.150390625,-0.0390625,-0.150390625,-0.0390625,3.0971589194199827,3.2622993218717316,-0.6588452928791317,1.1018124869332755,1.7308065407564697,3.1585655990531847,3.179582043715501,0.3418900144029372,1.6446075216457827,7.693187243540232e-05
-0.19921875,0.298828125,-0.19921875,0.298828125,-0.046875,0.0078125,-0.046875,0.0078125,2.533509411126551,3.480423437981142,-0.5583241249714795,5.109613599801785,0.9541660877281474,1.8251947163176183,2.582921538991314,-1.511525459804865,4.359801677676006,2.923624081798163
-0.013671875,0.236328125,-0.013671875,0.236328125,0.205078125,-0.041015625,0.205078125,-0.041015625,3.0345653992542334,3.1446247067723645,0.7339327232737491,-3.0822422525924513,-0.6125013492439488,0.504300222080347,0.8212720577497225,2.838098736790763,-0.580039156276576,-5.028152441478817
0.181640625,-0.01953125,0.181640625,-0.01953125,-0.1328125,-0.2265625,-0.1328125,-0.2265625,3.188399488027196,2.8238852760023243,2.61067053162859,1.4674218294969286,0.5617962209608831,2.638893203487732,2.659704524879748,2.241168405889266,0.14796140653259723,2.214184237424517
0.21484375,-0.19140625,0.21484375,-0.19140625,-0.0625,0.04296875,-0.0625,0.04296875,3.2267767280314916,2.9651971812687057,-6.354386369119525,0.11455369714295027,1.1571582886122465,2.9004292527346025,2.636893846124415,5.512795932672879,-0.6239818877434113,2.3219042773906513
0.14453125,0.2265625,0.14453125,0.2265625,0.0390625,-0.0859375,0.0390625,-0.0859375,3.1400658010135265,3.126189787674477,1.1788626620386915,-0.9236839581006794,-0.33574844840745477,2.324906852753612,3.289232860311614,-0.6631790196104644,-1.8204970541396799,2.7374289584149643
0.150390625,0.19921875,0.150390625,0.19921875,0.15234375,-0.0390625,0.15234375,-0.0390625,3.0081242858258985,3.2850346931104557,0.28390182109584994,-0.9404725351636604,-0.004632988595169136,3.217851611861224,3.108956978625842,0.3839649897280181,-1.607401837866397,-3.3307436149453045e-05
