X_0_0,X_0_1,X_0_2,X_0_3,Y_0_0,Y_0_1,Y_0_2,Y_0_3,decay_0,decay_1,W_0,W_1,J_0,noise
0.09375,0.123046875,0.09375,0.123046875,0.17578125,-0.140625,0.17578125,-0.140625,3.158458110019543,3.2325603341675477,1.942849354387966,-1.6071031493302603,-0.22435954812142317,0.01
0.07421875,0.1640625,0.07421875,0.1640625,0.212890625,-0.052734375,0.212890625,-0.052734375,2.916240440397257,2.9082965781562975,0.16816015080876404,-3.0446392910366105,1.2794045521871886,0.01
0.162109375,0.17578125,0.162109375,0.17578125,0.0390625,0.1015625,0.0390625,0.1015625,3.0841680806857803,3.0197315310515065,-0.1840307429816003,0.6844383932428489,-1.5500846235265864,0.01
0.10546875,0.09765625,0.10546875,0.09765625,0.130859375,0.087890625,0.130859375,0.087890625,3.025036274415054,2.999559155822977,0.6170435995407653,-0.673900804925276,-3.1197333346136005,0.01
0.05078125,0.134765625,0.05078125,0.134765625,0.130859375,0.1171875,0.130859375,0.1171875,2.870525693170097,3.127287402469697,-0.5265967083207386,-0.8096751322187437,-2.5809380319941435,0.01
0.201171875,-0.23046875,0.201171875,-0.23046875,-0.064453125,-0.142578125,-0.064453125,-0.142578125,2.914379848527659,3.2834152897440223,5.131979250520392,1.0647231323942712,-0.12278521307576139,0.01
-0.0703125,-0.0546875,-0.0703125,-0.0546875,-0.095703125,-0.080078125,-0.095703125,-0.080078125,3.074553701622789,3.2575691926579244,1.2192619232167825,1.9651370195938949,4.497183674396267,0.01
0.177734375,0.13671875,0.177734375,0.13671875,0.017578125,0.16796875,0.017578125,0.16796875,3.2407420590824434,3.0946572605237983,-2.0073141860495807,-0.6604967489038776,0.7460773282609019,0.01
0.169921875,0.228515625,0.169921875,0.228515625,-0.125,-0.0390625,-0.125,-0.0390625,2.952665817543396,3.0278739133061765,0.8524452479782108,1.2937296221159227,-0.29266084286966504,0.01
-0.060546875,0.0234375,-0.060546875,0.0234375,-0.23046875,0.25,-0.23046875,0.25,2.8554817600596274,2.9004431633928482,-3.8276842050451196,3.253713899545575,1.6889431331280123,0.01
0.185546875,0.236328125,0.185546875,0.236328125,-0.11328125,0.05859375,-0.11328125,0.05859375,3.045182512856047,3.0897040390859947,-0.19559700789039058,0.9274807400127487,-0.43930850396886206,0.01
-0.0703125,0.234375,-0.0703125,0.234375,0.154296875,0.015625,0.154296875,0.015625,2.5789431379448997,3.1261160995091952,-0.07740303072595048,-4.979436380316866,0.8238896389890282,0.01
0.244140625,0.205078125,0.244140625,0.205078125,0.005859375,-0.013671875,0.005859375,-0.013671875,2.975998812625244,2.75211839369688,0.5454911795268149,-0.6458346890045392,0.8529100578979728,0.01
0.09765625,0.013671875,0.09765625,0.013671875,-0.1171875,-0.19921875,-0.1171875,-0.19921875,2.962685102989525,3.037284739976057,1.5333755136053122,0.9032633553521722,2.052302211002937,0.01
-0.017578125,0.19921875,-0.017578125,0.19921875,0.228515625,0.19140625,0.228515625,0.19140625,2.933718156324092,2.9283712932579613,-1.3981849828478288,-3.3959703417170872,0.21857531572659217,0.01
0.259765625,-0.091796875,0.259765625,-0.091796875,-0.09375,-0.10546875,-0.09375,-0.10546875,3.379934307457604,2.9070309242190375,4.130131973118695,1.2871645790361068,-0.5945700561377351,0.01
0.04296875,0.138671875,0.04296875,0.138671875,-0.19921875,-0.0703125,-0.19921875,-0.0703125,3.2144227433386114,2.8213354660665404,-0.033452330663948926,1.4713138052662038,1.7535596579140635,0.01
0.08203125,0.2421875,0.08203125,0.2421875,-0.146484375,-0.044921875,-0.146484375,-0.044921875,2.6390034444720842,2.8666594230827935,0.09217383107271426,1.2390690209334798,1.0474373267399988,0.01
0.22265625,0.03125,0.22265625,0.03125,-0.0078125,0.251953125,-0.0078125,0.251953125,3.288971094002583,2.904653890250364,-3.341372018481331,-0.102656424261406,0.7303746788507146,0.01
0.177734375,0.04296875,0.177734375,0.04296875,0.0,-0.18359375,0.0,-0.18359375,2.8611837378129192,3.3644485063298584,1.7848102807517072,-0.21212669789137642,2.1839975984819233,0.01
0.138671875,0.12109375,0.138671875,0.12109375,-0.103515625,0.0859375,-0.103515625,0.0859375,3.303983125721604,3.266252317388477,-0.5501610596378408,2.326396568547926,-1.252128414449439,0.01
0.13671875,0.123046875,0.13671875,0.123046875,0.12109375,0.119140625,0.12109375,0.119140625,2.9715877431629134,3.039951484982316,0.20610509513114814,-0.034424057643121043,-2.106378897353152,0.01
0.12109375,-0.130859375,0.12109375,-0.130859375,0.16015625,-0.0390625,0.16015625,-0.0390625,3.2662625958203417,2.9086822854453502,-5.546680569762737,-1.3932901000781828,-1.8112697330216894,0.01
0.103515625,0.001953125,0.103515625,0.001953125,-0.154296875,-0.23828125,-0.154296875,-0.23828125,2.8830605730654986,3.049087040331448,2.4393853204979985,1.3821984797924363,0.7544341951818618,0.01
0.123046875,-0.0078125,0.123046875,-0.0078125,0.126953125,0.162109375,0.126953125,0.162109375,3.273908171641729,2.9815809238815527,-2.4915054621840436,-1.1497749326495046,-1.8937753240567643,0.01
